Date,LastTradePrice,Max,Min,AvgPrice,Volume
2019-02-08,162.17,171.55,152.96,162.25,2868
2019-02-11,144.14,145.81,139.54,142.68,6836
2019-02-12,185.67,190.22,176.81,183.51,8111
2019-02-13,185.32,192.45,180.13,186.29,7877
2019-02-14,103.02,110.96,98.14,104.55,5466
2019-02-15,172.05,177.13,163.2,170.16,7909
2019-02-18,112.99,117.34,110.62,113.98,4775
2019-02-19,172.31,177.02,167.94,172.48,4186
2019-02-20,133.7,134.22,125.84,130.03,8125
2019-02-21,153.76,154.21,151.23,152.72,1789
2019-02-22,167.92,172.86,163.23,168.05,6174
2019-02-25,109.49,118.79,105.68,112.24,8923
2019-02-26,109.66,113.67,107.85,110.76,2552
2019-02-27,195.06,197.22,187.2,192.21,8430
2019-02-28,193.06,196.22,184.73,190.47,6776
2019-03-01,154.41,157.2,151.85,154.52,3118
2019-03-04,153.08,153.11,151.04,152.07,8547
2019-03-05,120.36,126.25,114.44,120.34,8390
2019-03-06,191.32,196.1,188.44,192.27,4176
2019-03-07,144.9,149.03,137.88,143.45,7276
2019-03-08,147.11,156.71,140.81,148.76,5376
2019-03-11,182.94,184.31,178.83,181.57,5468
2019-03-12,164.97,167.9,163.41,165.66,2542
2019-03-13,139.53,145.31,135.04,140.18,8198
2019-03-14,104.64,111.3,98.34,104.82,9489
2019-03-15,148.19,157.72,142.4,150.06,7598
2019-03-18,103.6,108.75,102.07,105.41,1094
2019-03-19,125.76,128.28,120.2,124.24,1107
2019-03-20,124.37,128.58,122.55,125.56,4254
2019-03-21,111.49,115.46,104.56,110.01,7719
2019-03-22,139.4,143.37,134.37,138.87,8541
2019-03-25,189.87,196.02,181.84,188.93,8234
2019-03-26,123.16,126.6,113.95,120.28,5947
2019-03-27,179.85,189.19,174.04,181.62,9447
2019-03-28,111.34,120.96,107.03,114.0,1560
2019-03-29,147.35,153.93,138.21,146.07,6393
2019-04-01,131.36,135.39,124.53,129.96,4309
2019-04-02,119.28,127.83,114.51,121.17,9776
2019-04-03,103.43,104.48,94.18,99.33,9488
2019-04-04,175.45,178.9,168.23,173.56,9235
2019-04-05,154.65,158.6,152.46,155.53,4342
2019-04-08,115.09,120.25,110.69,115.47,3121
2019-04-09,124.92,127.95,124.42,126.19,5366
2019-04-10,174.18,176.31,168.09,172.2,8219
2019-04-11,174.01,180.0,165.91,172.95,6211
2019-04-12,190.32,198.33,180.5,189.42,7843
2019-04-15,156.76,156.98,152.92,154.95,6426
2019-04-16,169.56,170.26,163.62,166.94,2530
2019-04-17,114.89,123.26,109.35,116.31,6183
2019-04-18,197.91,198.08,197.67,197.88,5615
2019-04-19,104.32,113.95,103.49,108.72,6100
2019-04-22,165.37,174.9,162.51,168.7,9264
2019-04-23,139.4,149.19,136.84,143.01,9977
2019-04-24,117.29,121.22,109.02,115.12,8095
2019-04-25,133.04,141.66,130.66,136.16,1387
2019-04-26,197.91,201.16,190.26,195.71,6668
2019-04-29,180.66,181.29,177.31,179.3,6451
2019-04-30,191.4,201.29,186.85,194.07,9423
2019-05-01,155.67,161.16,152.28,156.72,6106
2019-05-02,173.64,183.11,163.85,173.48,3023
2019-05-03,148.83,150.67,146.58,148.62,3156
2019-05-06,130.5,135.81,127.23,131.52,3483
2019-05-07,173.47,173.98,167.83,170.91,3510
2019-05-08,128.68,133.08,118.74,125.91,3632
2019-05-09,139.51,144.91,133.85,139.38,2805
2019-05-10,145.25,149.58,139.24,144.41,8745
2019-05-13,126.47,130.66,121.51,126.09,3005
2019-05-14,122.41,128.15,114.79,121.47,2233
2019-05-15,142.25,145.68,135.98,140.83,1472
2019-05-16,154.04,156.39,145.28,150.83,6454
2019-05-17,176.61,183.65,170.11,176.88,1693
2019-05-20,110.76,116.14,105.87,111.0,6418
2019-05-21,117.15,122.17,107.68,114.93,3464
2019-05-22,166.15,174.29,157.6,165.94,6173
2019-05-23,134.66,137.06,129.35,133.2,1584
2019-05-24,153.47,160.35,151.51,155.93,7995
2019-05-27,128.45,132.36,123.54,127.95,6138
2019-05-28,133.74,140.56,126.49,133.53,4509
2019-05-29,177.83,187.79,170.21,179.0,7059
2019-05-30,104.4,106.96,100.28,103.62,4816
2019-05-31,196.35,201.98,194.66,198.32,4667
2019-06-03,163.5,172.92,161.7,167.31,6438
2019-06-04,167.38,171.61,164.12,167.87,4453
2019-06-05,195.11,195.76,186.01,190.88,2880
2019-06-06,123.26,127.68,116.18,121.93,8166
2019-06-07,195.77,204.17,192.04,198.1,3126
2019-06-10,169.39,170.16,168.39,169.27,9272
2019-06-11,197.66,197.96,189.24,193.6,2168
2019-06-12,166.69,175.04,161.68,168.36,3841
2019-06-13,107.31,113.28,98.42,105.85,3262
2019-06-14,163.42,167.87,161.49,164.68,1230
2019-06-17,163.26,165.85,157.4,161.62,9365
2019-06-18,167.05,168.42,161.09,164.75,1799
2019-06-19,159.27,164.86,150.53,157.69,5603
2019-06-20,116.82,122.99,108.1,115.54,9938
2019-06-21,144.46,153.29,136.41,144.85,7531
2019-06-24,113.26,116.69,108.99,112.84,3309
2019-06-25,114.68,122.66,114.25,118.45,6825
2019-06-26,100.05,103.01,96.77,99.89,3337
2019-06-27,151.26,151.69,147.04,149.37,4937
2019-06-28,182.75,182.76,175.12,178.94,9163
2019-07-01,198.46,208.07,197.56,202.81,6986
2019-07-02,135.73,139.24,126.67,132.96,1426
2019-07-03,156.96,163.97,153.42,158.69,8612
2019-07-04,132.61,140.72,124.36,132.54,1835
2019-07-05,120.15,120.53,119.11,119.82,4509
2019-07-08,132.36,133.41,124.23,128.82,8228
2019-07-09,126.98,128.76,121.1,124.93,3354
2019-07-10,116.39,124.67,108.52,116.59,4428
2019-07-11,199.29,203.04,190.81,196.93,6127
2019-07-12,139.01,146.91,138.12,142.51,9102
2019-07-15,145.91,148.71,144.08,146.4,9824
2019-07-16,138.87,141.9,134.17,138.03,9939
2019-07-17,111.41,117.59,110.99,114.29,4639
2019-07-18,116.58,122.46,112.85,117.66,7018
2019-07-19,120.82,120.84,110.9,115.87,8228
2019-07-22,101.3,107.97,91.76,99.87,3268
2019-07-23,110.4,119.0,104.74,111.87,3509
2019-07-24,164.6,168.57,163.82,166.19,8144
2019-07-25,114.89,116.01,110.83,113.42,6791
2019-07-26,168.7,176.38,162.17,169.27,2881
2019-07-29,193.57,201.33,192.5,196.92,9653
2019-07-30,117.64,126.9,115.79,121.34,5381
2019-07-31,170.06,178.78,163.58,171.18,4177
2019-08-01,181.05,187.86,180.06,183.96,1068
2019-08-02,111.98,121.28,105.87,113.58,6934
2019-08-05,125.34,129.76,124.5,127.13,7472
2019-08-06,177.39,185.78,172.81,179.3,2505
2019-08-07,111.71,119.26,110.1,114.68,7554
2019-08-08,144.18,153.88,136.22,145.05,2447
2019-08-09,122.27,128.06,121.01,124.53,2262
2019-08-12,110.19,111.0,101.32,106.16,8093
2019-08-13,179.47,183.05,170.54,176.8,6188
2019-08-14,157.23,157.76,153.39,155.57,7735
2019-08-15,186.4,195.4,186.0,190.7,4992
2019-08-16,197.13,201.49,194.2,197.84,1732
2019-08-19,114.17,119.8,112.96,116.38,3172
2019-08-20,151.16,156.6,141.65,149.12,5468
2019-08-21,183.64,185.57,176.36,180.97,4514
2019-08-22,152.74,156.07,152.59,154.33,1317
2019-08-23,155.21,158.03,150.38,154.2,4076
2019-08-26,112.15,112.31,107.65,109.98,1629
2019-08-27,198.39,200.22,194.27,197.25,7088
2019-08-28,188.63,196.32,186.62,191.47,6053
2019-08-29,150.17,151.65,149.19,150.42,7329
2019-08-30,198.26,198.44,197.48,197.96,4896
2019-09-02,142.03,144.7,141.48,143.09,5552
2019-09-03,161.19,170.77,151.6,161.19,2665
2019-09-04,190.16,194.78,188.87,191.82,6636
2019-09-05,114.2,119.43,110.8,115.12,7496
2019-09-06,125.87,132.94,119.27,126.1,2035
2019-09-09,133.13,133.56,127.22,130.39,5434
2019-09-10,156.89,160.23,155.24,157.74,3674
2019-09-11,181.04,186.59,179.38,182.99,8456
2019-09-12,157.9,160.22,153.84,157.03,2998
2019-09-13,180.83,187.18,175.82,181.5,2293
2019-09-16,173.9,179.97,166.48,173.22,5830
2019-09-17,128.51,135.2,119.82,127.51,4151
2019-09-18,106.21,115.28,97.39,106.34,9761
2019-09-19,129.31,138.21,124.89,131.55,9187
2019-09-20,125.25,127.79,117.9,122.84,8045
2019-09-23,115.48,116.62,113.17,114.9,1436
2019-09-24,164.94,165.0,157.98,161.49,4109
2019-09-25,141.52,146.01,137.11,141.56,6755
2019-09-26,123.58,124.69,123.33,124.01,4785
2019-09-27,161.29,162.95,160.01,161.48,6288
2019-09-30,137.43,146.39,127.48,136.94,8625
2019-10-01,102.58,110.66,95.37,103.02,1011
2019-10-02,126.55,126.6,117.05,121.82,2560
2019-10-03,191.85,198.11,191.66,194.88,3758
2019-10-04,160.09,169.85,152.27,161.06,7935
2019-10-07,111.14,119.24,108.34,113.79,8022
2019-10-08,113.89,123.06,112.13,117.59,8589
2019-10-09,123.23,127.42,116.25,121.84,9839
2019-10-10,188.04,191.22,180.76,185.99,5362
2019-10-11,183.11,183.67,175.4,179.53,9982
2019-10-14,173.51,177.26,169.05,173.16,3975
2019-10-15,166.12,174.09,161.95,168.02,4977
2019-10-16,182.21,190.72,180.12,185.42,8145
2019-10-17,188.28,191.97,184.3,188.13,8669
2019-10-18,164.28,172.45,159.93,166.19,2282
2019-10-21,112.17,114.3,105.03,109.66,8089
2019-10-22,173.53,182.93,172.06,177.5,6118
2019-10-23,164.81,174.42,159.02,166.72,7585
2019-10-24,165.39,168.69,157.94,163.31,5158
2019-10-25,168.86,172.4,161.29,166.84,4992
2019-10-28,154.75,164.7,148.45,156.57,3768
2019-10-29,161.51,169.75,152.52,161.13,2540
2019-10-30,141.81,149.89,140.15,145.02,4807
2019-10-31,161.87,163.92,155.39,159.65,4848
2019-11-01,133.07,142.63,123.16,132.89,8305
2019-11-04,171.17,180.17,168.44,174.31,8299
2019-11-05,103.76,113.21,101.61,107.41,8339
2019-11-06,187.49,189.18,181.92,185.55,4508
2019-11-07,158.97,165.42,158.52,161.97,6148
2019-11-08,169.99,173.89,163.6,168.75,3407
2019-11-11,150.11,157.26,140.29,148.77,8330
2019-11-12,138.28,139.32,134.84,137.08,8072
2019-11-13,196.34,200.58,192.65,196.62,9614
2019-11-14,135.41,143.83,134.49,139.16,3820
2019-11-15,140.68,143.68,131.8,137.74,3810
2019-11-18,157.63,159.78,156.44,158.11,7111
2019-11-19,183.11,188.2,177.27,182.74,2981
2019-11-20,187.82,193.58,179.29,186.44,5728
2019-11-21,125.69,132.39,118.85,125.62,4594
2019-11-22,169.65,169.92,162.09,166.0,5494
2019-11-25,184.28,187.77,174.7,181.24,4564
2019-11-26,105.77,106.66,98.47,102.56,1298
2019-11-27,147.0,153.08,144.3,148.69,7963
2019-11-28,115.33,120.1,106.41,113.25,4515
2019-11-29,194.6,195.04,194.28,194.66,3303
2019-12-02,131.22,135.83,130.11,132.97,5079
2019-12-03,186.6,196.21,184.43,190.32,9109
2019-12-04,156.04,163.48,152.95,158.21,4258
2019-12-05,176.38,182.23,169.55,175.89,7980
2019-12-06,190.0,199.72,188.03,193.88,7452
2019-12-09,164.3,171.5,154.51,163.0,2202
2019-12-10,127.82,127.83,118.38,123.1,1332
2019-12-11,162.07,167.91,154.24,161.07,4868
2019-12-12,106.09,114.17,96.99,105.58,2714
2019-12-13,119.45,125.73,114.04,119.89,7410
2019-12-16,130.41,133.32,124.02,128.67,3071
2019-12-17,147.63,156.49,144.57,150.53,1561
2019-12-18,188.41,194.17,187.31,190.74,6806
2019-12-19,160.61,162.98,153.98,158.48,8886
2019-12-20,146.4,147.91,145.32,146.62,6922
2019-12-23,118.06,126.81,112.32,119.56,8752
2019-12-24,112.2,118.97,104.72,111.84,9932
2019-12-25,131.19,131.89,126.76,129.32,2197
2019-12-26,101.83,106.77,96.82,101.79,7773
2019-12-27,193.82,198.11,193.33,195.72,7178
2019-12-30,125.94,135.59,121.62,128.61,7460
2019-12-31,125.83,125.91,119.05,122.48,2534
2020-01-01,196.14,203.37,188.84,196.11,8703
2020-01-02,182.76,186.85,176.69,181.77,3981
2020-01-03,123.32,127.1,122.28,124.69,9360
2020-01-06,131.7,137.11,122.23,129.67,6746
2020-01-07,198.04,206.95,189.44,198.19,6622
2020-01-08,135.68,141.05,129.56,135.31,5367
2020-01-09,106.8,106.8,101.88,104.34,5735
2020-01-10,119.52,124.09,119.3,121.69,8604
2020-01-13,175.9,180.98,173.44,177.21,3247
2020-01-14,103.88,113.03,98.35,105.69,6312
2020-01-15,160.52,165.61,152.19,158.9,9426
2020-01-16,143.99,151.64,136.33,143.99,2268
2020-01-17,190.6,192.72,186.57,189.64,4429
2020-01-20,175.43,184.61,170.82,177.72,9419
2020-01-21,146.16,153.98,143.79,148.88,1215
2020-01-22,100.65,102.68,96.1,99.39,9618
2020-01-23,147.07,152.44,146.53,149.49,8974
2020-01-24,156.46,163.75,155.07,159.41,4383
2020-01-27,159.19,163.54,155.31,159.43,3584
2020-01-28,115.08,119.61,110.54,115.08,6824
2020-01-29,120.63,124.39,118.29,121.34,1289
2020-01-30,168.4,174.88,165.65,170.26,8618
2020-01-31,112.08,112.64,109.53,111.09,3352
2020-02-03,108.62,114.07,100.88,107.47,8069
2020-02-04,188.66,197.69,186.29,191.99,4532
2020-02-05,144.45,149.9,143.61,146.75,1778
2020-02-06,158.62,167.86,154.75,161.31,4107
2020-02-07,130.83,140.83,126.56,133.69,5370
2020-02-10,152.74,160.72,148.27,154.5,1546
2020-02-11,176.56,183.18,174.34,178.76,1194
2020-02-12,198.79,207.62,196.89,202.25,5664
2020-02-13,199.12,209.1,196.9,203.0,3017
2020-02-14,128.86,136.67,122.62,129.64,6638
2020-02-17,175.26,183.39,166.84,175.12,7595
2020-02-18,167.08,175.22,157.98,166.6,6983
2020-02-19,188.74,192.58,181.69,187.13,7761
2020-02-20,152.17,157.63,143.94,150.78,6022
2020-02-21,171.09,178.97,162.41,170.69,1293
2020-02-24,151.59,157.39,142.81,150.1,3388
2020-02-25,199.75,202.73,193.28,198.0,9637
2020-02-26,173.21,177.1,168.12,172.61,2079
2020-02-27,185.65,187.96,181.13,184.55,8723
2020-02-28,106.55,109.56,105.87,107.72,7709
2020-03-02,129.45,137.43,123.25,130.34,6915
2020-03-03,105.76,107.4,103.38,105.39,2464
2020-03-04,122.15,129.5,121.14,125.32,7550
2020-03-05,144.09,146.78,142.88,144.83,2945
2020-03-06,153.9,159.39,149.16,154.27,3573
2020-03-09,138.22,144.81,134.31,139.56,5249
2020-03-10,100.94,104.31,94.83,99.57,8309
2020-03-11,178.08,184.15,172.24,178.19,5820
2020-03-12,140.95,148.68,137.89,143.28,4990
2020-03-13,151.65,159.94,151.31,155.62,6178
2020-03-16,167.38,172.7,166.86,169.78,8442
2020-03-17,127.97,133.98,127.76,130.87,3634
2020-03-18,153.83,157.48,146.31,151.89,4915
2020-03-19,197.24,203.31,194.62,198.97,7672
2020-03-20,176.89,179.95,173.03,176.49,9557
2020-03-23,149.48,157.23,148.77,153.0,7793
2020-03-24,103.69,104.3,96.04,100.17,9233
2020-03-25,121.37,126.45,121.19,123.82,7572
2020-03-26,165.7,166.98,164.95,165.96,5716
2020-03-27,181.64,184.09,181.0,182.55,1835
2020-03-30,191.44,198.17,189.04,193.6,9078
2020-03-31,191.57,191.9,181.67,186.78,7216
2020-04-01,166.36,174.19,160.62,167.41,4821
2020-04-02,108.28,118.02,104.03,111.03,7459
2020-04-03,169.52,177.03,166.64,171.83,7753
2020-04-06,106.86,115.4,106.33,110.87,6995
2020-04-07,109.15,114.44,99.86,107.15,3990
2020-04-08,162.47,170.49,156.73,163.61,6372
2020-04-09,125.89,134.23,117.27,125.75,8027
2020-04-10,151.48,157.91,150.03,153.97,1448
2020-04-13,185.41,185.86,176.24,181.05,3153
2020-04-14,155.21,163.85,153.5,158.68,1888
2020-04-15,184.32,189.11,178.7,183.91,5056
2020-04-16,115.35,120.69,107.88,114.28,1669
2020-04-17,152.12,153.83,150.58,152.21,4156
2020-04-20,179.77,181.59,176.66,179.12,4735
2020-04-21,192.29,197.22,191.27,194.25,3141
2020-04-22,193.7,194.32,192.79,193.56,8668
2020-04-23,119.85,120.36,113.32,116.84,1986
2020-04-24,154.79,157.53,147.47,152.5,5173
2020-04-27,180.75,187.91,176.37,182.14,8254
2020-04-28,191.29,196.88,188.05,192.47,1690
2020-04-29,123.79,131.63,117.97,124.8,2902
2020-04-30,103.36,104.07,97.13,100.6,1342
2020-05-01,180.24,189.05,179.41,184.23,4174
2020-05-04,149.17,151.87,149.15,150.51,5346
2020-05-05,124.09,133.69,121.43,127.56,9021
2020-05-06,158.23,159.74,149.19,154.47,1990
2020-05-07,190.17,196.58,186.49,191.54,3337
2020-05-08,142.11,146.55,134.54,140.55,5134
2020-05-11,198.59,205.2,196.88,201.04,4492
2020-05-12,159.1,160.58,156.09,158.34,4061
2020-05-13,134.96,141.72,129.92,135.82,2148
2020-05-14,177.6,184.48,173.35,178.91,9493
2020-05-15,164.71,170.47,158.0,164.24,4860
2020-05-18,167.66,173.5,164.31,168.91,5995
2020-05-19,164.62,174.23,155.88,165.06,8863
2020-05-20,173.67,181.31,170.02,175.67,8524
2020-05-21,192.18,195.8,186.71,191.25,2735
2020-05-22,134.59,143.12,125.06,134.09,6642
2020-05-25,180.61,183.38,172.61,178.0,7739
2020-05-26,171.78,179.87,165.84,172.86,2755
2020-05-27,113.47,116.52,105.17,110.84,4246
2020-05-28,119.32,119.39,109.61,114.5,4451
2020-05-29,196.64,202.37,191.0,196.69,4238
2020-06-01,124.98,131.65,121.36,126.5,3236
2020-06-02,157.15,163.2,155.71,159.45,5723
2020-06-03,119.88,128.42,113.59,121.0,3652
2020-06-04,135.0,138.86,126.06,132.46,1949
2020-06-05,144.53,151.01,144.26,147.63,5879
2020-06-08,166.94,168.07,160.42,164.25,3159
2020-06-09,105.44,115.15,95.81,105.48,5961
2020-06-10,162.6,165.44,152.66,159.05,2348
2020-06-11,104.05,112.19,103.2,107.69,6666
2020-06-12,147.08,151.17,144.38,147.77,8862
2020-06-15,114.64,122.65,110.78,116.72,8045
2020-06-16,148.99,152.46,143.27,147.87,1202
2020-06-17,143.91,150.68,143.44,147.06,5440
2020-06-18,116.19,118.29,113.1,115.69,7379
2020-06-19,147.03,152.68,140.87,146.78,7828
2020-06-22,126.52,132.22,124.95,128.59,7113
2020-06-23,156.56,158.17,153.37,155.77,3967
2020-06-24,154.47,157.23,150.91,154.07,6336
2020-06-25,184.79,193.7,175.37,184.53,6690
2020-06-26,147.38,153.89,142.89,148.39,3701
2020-06-29,182.23,185.21,181.45,183.33,4385
2020-06-30,136.04,141.23,126.13,133.68,8553
2020-07-01,148.39,156.05,140.29,148.17,5220
2020-07-02,124.46,127.21,116.45,121.83,5493
2020-07-03,143.7,147.25,139.98,143.62,2188
2020-07-06,172.59,178.44,168.0,173.22,2985
2020-07-07,195.18,199.95,194.67,197.31,8128
2020-07-08,171.88,174.3,162.09,168.19,6586
2020-07-09,196.19,198.6,190.99,194.8,3234
2020-07-10,173.93,179.7,170.77,175.24,1949
2020-07-13,152.52,161.66,142.73,152.19,5743
2020-07-14,146.64,148.25,142.88,145.56,4759
2020-07-15,191.97,192.82,191.45,192.13,2853
2020-07-16,152.37,154.05,143.06,148.56,1491
2020-07-17,191.51,200.07,190.01,195.04,8699
2020-07-20,142.81,143.55,140.66,142.11,4939
2020-07-21,156.18,165.41,150.02,157.72,7841
2020-07-22,136.5,142.04,132.19,137.12,8369
2020-07-23,118.52,124.0,115.32,119.66,3103
2020-07-24,180.3,187.36,176.68,182.02,5884
2020-07-27,138.76,147.15,135.72,141.44,1913
2020-07-28,117.24,118.12,107.56,112.84,5951
2020-07-29,193.06,200.7,188.64,194.67,9494
2020-07-30,143.16,152.57,138.66,145.62,6049
2020-07-31,100.8,104.44,93.72,99.08,9873
2020-08-03,174.53,183.15,168.25,175.7,5732
2020-08-04,179.97,185.01,171.44,178.22,4324
2020-08-05,173.74,177.33,171.94,174.63,5070
2020-08-06,116.34,121.9,108.07,114.98,4722
2020-08-07,199.79,201.84,199.03,200.44,9857
2020-08-10,166.71,171.97,159.52,165.75,3334
2020-08-11,150.58,156.35,140.79,148.57,4997
2020-08-12,130.87,140.57,124.4,132.49,1532
2020-08-13,181.16,183.86,176.17,180.01,7957
2020-08-14,179.0,188.49,176.5,182.5,1551
2020-08-17,121.69,123.22,112.31,117.77,6711
2020-08-18,148.63,149.63,142.77,146.2,7156
2020-08-19,113.89,116.61,112.0,114.31,3944
2020-08-20,154.11,161.61,145.18,153.4,3716
2020-08-21,150.39,153.81,144.54,149.18,2113
2020-08-24,164.49,170.35,163.94,167.14,4566
2020-08-25,158.71,160.08,152.22,156.15,2823
2020-08-26,102.48,103.8,97.49,100.64,6304
2020-08-27,168.22,173.65,163.8,168.73,2904
2020-08-28,167.42,174.87,159.08,166.98,2913
2020-08-31,113.82,115.34,105.47,110.41,8634
2020-09-01,164.5,171.17,159.33,165.25,1560
2020-09-02,184.03,186.48,183.68,185.08,3943
2020-09-03,109.34,116.32,100.07,108.19,1829
2020-09-04,151.29,156.03,148.02,152.03,5476
2020-09-07,178.52,183.44,169.73,176.58,6492
2020-09-08,126.5,130.48,119.73,125.1,3753
2020-09-09,192.02,199.49,190.25,194.87,9636
2020-09-10,129.71,135.48,119.74,127.61,4836
2020-09-11,116.98,119.94,114.62,117.28,8322
2020-09-14,164.1,172.88,160.68,166.78,8180
2020-09-15,164.41,170.62,156.01,163.31,8769
2020-09-16,154.85,155.58,146.76,151.17,4855
2020-09-17,150.69,150.86,148.59,149.73,8869
2020-09-18,195.77,195.84,189.83,192.84,3413
2020-09-21,166.74,175.97,158.59,167.28,4438
2020-09-22,145.61,153.97,136.92,145.44,1914
2020-09-23,144.76,146.7,141.79,144.25,7072
2020-09-24,190.82,191.39,183.91,187.65,4420
2020-09-25,114.8,117.04,110.3,113.67,1878
2020-09-28,120.82,130.59,120.22,125.41,6107
2020-09-29,122.99,132.88,116.87,124.88,5745
2020-09-30,131.14,140.57,121.64,131.1,9097
2020-10-01,123.56,132.23,114.29,123.26,3325
2020-10-02,101.59,109.77,91.98,100.88,1563
2020-10-05,120.51,126.62,114.71,120.66,3017
2020-10-06,133.56,138.3,124.22,131.26,4022
2020-10-07,140.57,146.59,136.93,141.76,2391
2020-10-08,104.36,107.85,97.26,102.56,4954
2020-10-09,122.83,127.36,122.06,124.71,9166
2020-10-12,117.78,126.15,109.68,117.92,3698
2020-10-13,130.54,136.59,121.23,128.91,8553
2020-10-14,162.94,171.11,153.46,162.29,8239
2020-10-15,112.51,116.49,108.44,112.47,9686
2020-10-16,108.71,109.59,106.24,107.91,4168
2020-10-19,121.11,127.29,118.4,122.84,7639
2020-10-20,121.33,125.71,117.02,121.36,8133
2020-10-21,186.21,188.68,176.88,182.78,5922
2020-10-22,109.57,118.08,100.0,109.04,9990
2020-10-23,157.41,159.41,149.0,154.2,5578
2020-10-26,133.03,134.8,131.43,133.12,6711
2020-10-27,124.96,133.62,119.21,126.41,1842
2020-10-28,148.67,154.84,141.17,148.0,6219
2020-10-29,103.29,112.24,96.86,104.55,6995
2020-10-30,145.45,147.39,142.29,144.84,9562
2020-11-02,107.58,113.72,105.96,109.84,2159
2020-11-03,103.11,107.55,100.05,103.8,9626
2020-11-04,130.47,131.43,122.89,127.16,6991
2020-11-05,130.69,140.25,129.36,134.81,4186
2020-11-06,165.11,172.17,159.56,165.87,6633
2020-11-09,110.95,115.66,108.51,112.09,2497
2020-11-10,146.47,150.9,140.82,145.86,9589
2020-11-11,131.85,138.48,128.36,133.42,9823
2020-11-12,150.31,152.55,145.76,149.16,3719
2020-11-13,196.91,197.68,188.79,193.24,5454
2020-11-16,119.27,121.8,110.39,116.09,4873
2020-11-17,163.54,166.38,156.29,161.33,8196
2020-11-18,158.26,163.81,153.66,158.74,9259
2020-11-19,164.42,168.5,154.87,161.69,6594
2020-11-20,112.47,121.9,106.62,114.26,1104
2020-11-23,114.79,121.19,108.19,114.69,1816
2020-11-24,141.16,145.44,137.59,141.51,5893
2020-11-25,193.11,196.85,190.38,193.62,7211
2020-11-26,112.25,121.75,103.16,112.45,7713
2020-11-27,166.77,168.69,156.97,162.83,3927
2020-11-30,198.5,203.74,192.39,198.06,9855
2020-12-01,140.32,147.2,135.25,141.22,4627
2020-12-02,122.35,131.28,115.56,123.42,7176
2020-12-03,169.68,178.04,166.15,172.09,3893
2020-12-04,191.5,195.03,188.47,191.75,9955
2020-12-07,101.05,108.9,91.4,100.15,6212
2020-12-08,182.26,182.68,174.17,178.43,6236
2020-12-09,160.54,160.62,158.44,159.53,5930
2020-12-10,120.61,127.11,114.24,120.67,4995
2020-12-11,174.37,177.13,172.24,174.69,3909
2020-12-14,164.52,173.5,164.21,168.86,5169
2020-12-15,193.17,195.25,188.72,191.99,3905
2020-12-16,104.29,105.21,97.14,101.17,7086
2020-12-17,187.63,191.62,180.43,186.03,1839
2020-12-18,168.17,172.22,162.94,167.58,4614
2020-12-21,123.64,129.73,115.77,122.75,6130
2020-12-22,104.78,111.29,98.46,104.88,4893
2020-12-23,154.32,154.62,145.6,150.11,1789
2020-12-24,175.65,182.29,170.62,176.45,2008
2020-12-25,189.56,191.51,185.11,188.31,3035
2020-12-28,187.66,192.74,184.72,188.73,5876
2020-12-29,176.12,181.49,174.09,177.79,4700
2020-12-30,192.43,192.58,182.88,187.73,8503
2020-12-31,184.2,186.39,176.22,181.31,7054
2021-01-01,115.24,118.21,106.97,112.59,2626
2021-01-04,150.16,154.7,148.29,151.5,4271
2021-01-05,141.77,147.77,136.72,142.25,3288
2021-01-06,158.99,167.35,152.8,160.07,6586
2021-01-07,112.43,119.72,109.23,114.47,3231
2021-01-08,158.42,162.77,150.69,156.73,7157
2021-01-11,168.75,169.67,160.62,165.14,6319
2021-01-12,133.41,134.58,130.09,132.34,6779
2021-01-13,146.64,146.74,140.93,143.84,4250
2021-01-14,116.52,126.15,106.99,116.57,7165
2021-01-15,173.07,176.61,166.17,171.39,1930
2021-01-18,170.34,170.37,169.32,169.84,7624
2021-01-19,120.08,122.04,112.53,117.28,3992
2021-01-20,195.98,205.38,192.3,198.84,1998
2021-01-21,163.76,173.7,154.35,164.02,7955
2021-01-22,144.49,147.51,135.55,141.53,2049
2021-01-25,161.98,165.71,152.97,159.34,7537
2021-01-26,130.4,131.6,130.29,130.94,4543
2021-01-27,121.15,121.35,113.3,117.32,4301
2021-01-28,111.41,115.68,110.59,113.14,2937
2021-01-29,124.14,128.85,118.89,123.87,3540
2021-02-01,177.15,179.6,175.11,177.36,9389
2021-02-02,164.14,167.86,157.04,162.45,9466
2021-02-03,193.83,197.2,185.16,191.18,2753
2021-02-04,140.73,141.37,138.96,140.17,6578
2021-02-05,178.92,181.99,173.08,177.54,3571
2021-02-08,166.47,173.44,159.94,166.69,5856
2021-02-09,173.63,175.46,169.61,172.54,3638
2021-02-10,188.22,196.78,186.78,191.78,8769
2021-02-11,195.08,205.01,193.06,199.03,5241
2021-02-12,165.97,171.48,161.05,166.26,6120
2021-02-15,117.58,126.54,117.5,122.02,4542
2021-02-16,153.16,159.7,147.99,153.84,7764
2021-02-17,173.6,178.27,169.52,173.9,7652
2021-02-18,159.73,167.8,154.92,161.36,8328
2021-02-19,137.94,141.87,128.95,135.41,8692
2021-02-22,159.58,166.55,157.96,162.25,5610
2021-02-23,157.19,162.87,149.62,156.25,2054
2021-02-24,184.56,185.71,175.69,180.7,4210
2021-02-25,133.34,138.31,123.84,131.07,1709
2021-02-26,118.31,119.43,116.54,117.99,3100
2021-03-01,116.44,123.97,112.81,118.39,6090
